StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,consent,check_outcome_1_1,check_outcome_2_1,check_opport_2-1_1,check_opport_2-2_1,fairineq_low_1,fairineq_low_2,fairineq_high_1,fairineq_high_2,unfair_fair_1_1,unfair_fair_2_1,important_factors_1_1,important_factors_1_2,important_factors_1_3,important_factors_1_4,important_factors_2_1,important_factors_2_2,important_factors_2_3,important_factors_2_4,check1,art_inf1,art_inf2,art_pers1,art_pers2,income_UK,educ_UK,age,gender,race,pol,citizen,feedback,SC0,RandomCompletionCode,PROLIFIC_PID,STUDY_ID,SESSION_ID,FL_29_DO,FL_11_DO,FL_13_DO,conditions_DO,manipulationcheck1_DO,manipulationcheck2-2_DO,fairness_DO,opportunity_DO,article_informative_DO,article_persuasive_DO
2025-11-28 06:56:02,2025-11-28 06:59:56,IP Address,100,233,True,2025-11-28 06:59:56,R_2oIaTVjVY6rZTFz,anonymous,EN,1,Accept,(8),,,,55,25,,,(6),,Not Very Important,Somewhat Important,Essential,Essential,,,,,5,,Somewhat informative,Neither persuasive nor not persuasive,,"£90,001–£130,000",Bachelor’s degree or equivalent first degree,43,Male,White,,Yes,,6,9047828,,,,,fairness|fairinequality,article_persuasive|article_informative,T_fair_low,,,unfair_fair_1,important_factors_1,art_inf2,art_pers1
2025-11-28 06:57:34,2025-11-28 07:00:14,IP Address,100,159,True,2025-11-28 07:00:14,R_2iqw3mdMkOz9sUo,anonymous,EN,1,Accept,(6),,,,45,35,,,(3),,,,,,Very Important,Very Important,Very Important,Somewhat Important,5,,Somewhat informative,,Neither persuasive nor not persuasive,"£60,001–£90,000",Post-secondary Vocational or Technical Training,42,Male,White,,Yes,,,8966121,,,,,fairinequality|fairness,article_persuasive|article_informative,T_fair_low,,,unfair_fair_1,important_factors_2,art_inf2,art_pers2
2025-11-28 06:54:02,2025-11-28 07:00:30,IP Address,100,387,True,2025-11-28 07:00:30,R_8n0NXDlpSwa7hVn,anonymous,EN,1,Accept,(7),,,,40,40,,,(2),,Very Important,Very Important,Somewhat Important,Somewhat Important,,,,,5,,Somewhat informative,,Persuasive,"£60,001–£90,000",Bachelor’s degree or equivalent first degree,30,Female,White,,Yes,"Interesting study - all elements appeared and worked, as expected. No further feedback.",8,6151237,,,,,fairinequality|fairness,article_persuasive|article_informative,T_unfair_low,,,unfair_fair_1,important_factors_1,art_inf2,art_pers2
2025-11-28 06:59:48,2025-11-28 07:01:32,IP Address,100,104,True,2025-11-28 07:01:33,R_8fghD0HZbh9NN9p,anonymous,EN,1,Accept,"Large
(10)",,,,,,150,65,"Unfair
(1)",,,,,,Essential,Essential,Essential,Essential,5,,Informative,Somewhat persuasive,,"£90,001–£130,000",Bachelor’s degree or equivalent first degree,43,Female,White,,Yes,,,6241972,,,,,fairness|fairinequality,article_persuasive|article_informative,T_fair_high,,,unfair_fair_1,important_factors_2,art_inf2,art_pers1
2025-11-28 06:59:06,2025-11-28 07:02:51,IP Address,100,224,True,2025-11-28 07:02:51,R_2P6SsHcxa2Bj6XE,anonymous,EN,1,Accept,(7),,,,,,170,45,(3),,,,,,Very Important,Somewhat Important,Essential,Very Important,5,,Somewhat informative,,Persuasive,"£35,001–£60,000",Bachelor’s degree or equivalent first degree,25,Male,White,,Yes,,,8503820,,,,,fairness|fairinequality,article_informative|article_persuasive,T_fair_high,,,unfair_fair_1,important_factors_2,art_inf2,art_pers2
2025-11-28 07:00:16,2025-11-28 07:04:11,IP Address,100,235,True,2025-11-28 07:04:12,R_8EYHzifSqZVvODL,anonymous,EN,0.5,Accept,(8),,,,37,43,,,(3),,,,,,Very Important,Very Important,Very Important,Somewhat Important,5,Informative,,Somewhat persuasive,,"£60,001–£90,000",Bachelor’s degree or equivalent first degree,36,Male,Multiracial / Mixed race,,Yes,Really interesting and thought-provoking survey.,,7049821,,,,,fairness|fairinequality,article_informative|article_persuasive,T_fair_low,,,unfair_fair_1,important_factors_2,art_inf1,art_pers1
2025-11-28 07:01:34,2025-11-28 07:04:15,IP Address,100,161,True,2025-11-28 07:04:16,R_2f2AefGrxxY9fv3,anonymous,EN,1,Accept,(9),,,,50,30,,,(2),,,,,,Not Very Important,Not Very Important,Very Important,Essential,5,Informative,,,Somewhat persuasive,"£35,001–£60,000",Post-secondary Vocational or Technical Training,46,Male,White,,Yes,,,4195972,,,,,fairness|fairinequality,article_informative|article_persuasive,T_fair_low,,,unfair_fair_1,important_factors_2,art_inf1,art_pers2
2025-11-28 06:57:29,2025-11-28 07:04:50,IP Address,100,441,True,2025-11-28 07:04:51,R_8oojVg1DM22KJDK,anonymous,EN,1,Accept,(9),,,,,,160,55,(3),,Somewhat Important,Very Important,Essential,Essential,,,,,5,,Informative,,Somewhat persuasive,"£15,001–£20,000",Bachelor’s degree or equivalent first degree,40,Male,White,,Yes,"In england I think there are lots of oppotunities to get help to elevate you to a higher salary, people dont look for them or they are not well advertised but I beleive in the world we live in its easier then ever to go beyond your salary",8,3785290,,,,,fairness|fairinequality,article_informative|article_persuasive,T_unfair_high,,,unfair_fair_1,important_factors_1,art_inf2,art_pers2
2025-11-28 07:03:42,2025-11-28 07:07:01,IP Address,100,199,True,2025-11-28 07:07:02,R_8PBJobhfc1pFm9e,anonymous,EN,1,Accept,(9),,,,50,30,,,(2),,,,,,Very Important,Very Important,Essential,Essential,5,,Informative,,Somewhat persuasive,"£35,001–£60,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",55,Female,White,,Yes,,,3154117,,,,,fairinequality|fairness,article_informative|article_persuasive,T_unfair_low,,,unfair_fair_1,important_factors_2,art_inf2,art_pers2
2025-11-28 07:05:48,2025-11-28 07:09:18,IP Address,100,209,True,2025-11-28 07:09:18,R_8PAcpjMZnoEgOfT,anonymous,EN,1,Accept,(5),,,,,,170,45,(3),,Very Important,Very Important,Very Important,Not Very Important,,,,,5,,Somewhat informative,Somewhat persuasive,,"£35,001–£60,000",Bachelor’s degree or equivalent first degree,25,Female,White,,Yes,,8,9748014,,,,,fairinequality|fairness,article_informative|article_persuasive,T_unfair_high,,,unfair_fair_1,important_factors_1,art_inf2,art_pers1
2025-11-28 07:04:14,2025-11-28 07:09:40,IP Address,100,326,True,2025-11-28 07:09:40,R_8NmCoMZ1UB3x3Db,anonymous,EN,1,Accept,"Large
(10)",,,,,,110,105,"Unfair
(1)",,,,,,Somewhat Important,Not Very Important,Essential,Essential,5,Extremely informative,,Somewhat persuasive,,"£60,001–£90,000",Bachelor’s degree or equivalent first degree,34,Female,Multiracial / Mixed race,,Yes,,,6510508,,,,,fairinequality|fairness,article_persuasive|article_informative,T_unfair_high,,,unfair_fair_1,important_factors_2,art_inf1,art_pers1
2025-11-28 07:07:49,2025-11-28 07:11:33,IP Address,100,223,True,2025-11-28 07:11:33,R_8FQAZsylCYI9PxL,anonymous,EN,1,Accept,"Large
(10)",,,,55,25,,,(2),,Somewhat Important,Very Important,Essential,Essential,,,,,5,,Informative,Persuasive,,"£15,001–£20,000",Post-secondary Vocational or Technical Training,41,Male,White,,Yes,,8,9892310,,,,,fairness|fairinequality,article_persuasive|article_informative,T_unfair_low,,,unfair_fair_1,important_factors_1,art_inf2,art_pers1
2025-11-28 07:11:04,2025-11-28 07:13:47,IP Address,100,162,True,2025-11-28 07:13:47,R_8y1aAzObOtUtOif,anonymous,EN,1,Accept,(5),,,,40,40,,,(2),,Not Very Important,Not at all Important,Essential,Very Important,,,,,5,Extremely informative,,Persuasive,,"£35,001–£60,000",Post-secondary Vocational or Technical Training,59,Female,White,,Yes,,4,1398906,,,,,fairness|fairinequality,article_informative|article_persuasive,T_fair_low,,,unfair_fair_1,important_factors_1,art_inf1,art_pers1
2025-11-28 07:22:31,2025-11-28 07:26:51,IP Address,100,260,True,2025-11-28 07:26:51,R_2r1jyQfIqR315Zo,anonymous,EN,0.800000011920929,Accept,(5),,,,,,200,15,(6),,Somewhat Important,Somewhat Important,Very Important,Very Important,,,,,5,,Somewhat informative,,Neither persuasive nor not persuasive,"£90,001–£130,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",33,Male,White,,Yes,,6,1032539,,,,,fairinequality|fairness,article_informative|article_persuasive,T_fair_high,,,unfair_fair_1,important_factors_1,art_inf2,art_pers2
2025-11-28 07:24:07,2025-11-28 07:26:57,IP Address,100,169,True,2025-11-28 07:26:57,R_8guXDPcMcm28XQI,anonymous,EN,1,Accept,(8),,,,50,30,,,(3),,Essential,Essential,Somewhat Important,Not Very Important,,,,,5,,,,,"£90,001–£130,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",32,Male,White,,Yes,,10,6359899,,,,,fairness|fairinequality,article_informative|article_persuasive,T_fair_low,,,unfair_fair_1,important_factors_1,art_inf1,art_pers1
2025-11-28 07:22:31,2025-11-28 07:27:34,IP Address,100,302,True,2025-11-28 07:27:34,R_8uDQW6Xwbb4m926,anonymous,EN,0.8999999761581421,Accept,"Large
(10)",,,,,,170,45,(2),,,,,,Essential,Essential,Somewhat Important,Not Very Important,5,,Somewhat informative,,Persuasive,"£90,001–£130,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",43,Male,White,,Yes,,,1590195,,,,,fairness|fairinequality,article_persuasive|article_informative,T_fair_high,,,unfair_fair_1,important_factors_2,art_inf2,art_pers2
2025-11-28 07:30:39,2025-11-28 07:37:42,IP Address,100,423,True,2025-11-28 07:37:43,R_2lorxoE1o6GTDiM,anonymous,EN,0.8999999761581421,Accept,"Large
(10)",,,,,,150,65,"Unfair
(1)",,Very Important,Very Important,Very Important,Essential,,,,,5,,Informative,Persuasive,,"£25,001–£35,000",Post-secondary Academic Qualification (Did not Complete Degree),57,Female,White,,Yes,"Good and easy to complete survey, clear instructions.",8,4067046,,,,,fairness|fairinequality,article_informative|article_persuasive,T_fair_high,,,unfair_fair_1,important_factors_1,art_inf2,art_pers1
2025-11-28 07:35:14,2025-11-28 07:38:03,IP Address,100,169,True,2025-11-28 07:38:04,R_8cp8a9G6yqhTeF2,anonymous,EN,1,Accept,"Large
(10)",,,,,,107.5,107.5,(2),,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,,,,,5,,Unnformative,Persuasive,,"£35,001–£60,000",Post-secondary Vocational or Technical Training,20,Female,White,,Yes,,7,9223798,,,,,fairness|fairinequality,article_persuasive|article_informative,T_unfair_high,,,unfair_fair_1,important_factors_1,art_inf2,art_pers1
2025-11-28 07:35:27,2025-11-28 07:38:38,IP Address,100,190,True,2025-11-28 07:38:39,R_88GQtgpzKKuW831,anonymous,EN,1,Accept,(8),,,,,,150,65,(2),,,,,,Very Important,Somewhat Important,Very Important,Very Important,5,,,,,"£90,001–£130,000",Bachelor’s degree or equivalent first degree,42,Male,White,,Yes,,,7510536,,,,,fairness|fairinequality,article_informative|article_persuasive,T_unfair_high,,,unfair_fair_1,important_factors_2,art_inf2,art_pers1
2025-11-28 07:37:06,2025-11-28 07:39:37,IP Address,100,150,True,2025-11-28 07:39:38,R_2MRFXdNYvmLX4ZR,anonymous,EN,1,Accept,"Large
(10)",,,,50,30,,,(2),,,,,,Very Important,Very Important,Somewhat Important,Somewhat Important,5,Somewhat informative,,Somewhat persuasive,,"£35,001–£60,000",Post-secondary Academic Qualification (Did not Complete Degree),46,Female,White,,Yes,,,7508113,,,,,fairness|fairinequality,article_informative|article_persuasive,T_fair_low,,,unfair_fair_1,important_factors_2,art_inf1,art_pers1
2025-11-28 07:36:49,2025-11-28 07:39:57,IP Address,100,187,True,2025-11-28 07:39:58,R_2D7z2eLJCaMbixP,anonymous,EN,1,Accept,(8),,,,,,150,65,(2),,,,,,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,5,Somewhat informative,,Somewhat persuasive,,"£35,001–£60,000",Post-secondary Academic Qualification (Did not Complete Degree),29,Male,White,,Yes,None,,1117643,,,,,fairinequality|fairness,article_informative|article_persuasive,T_fair_high,,,unfair_fair_1,important_factors_2,art_inf1,art_pers1
2025-11-28 07:34:27,2025-11-28 07:42:22,IP Address,100,474,True,2025-11-28 07:42:22,R_8qgHUjheJImLwMW,anonymous,EN,0.699999988079071,Accept,"Large
(10)",,,,50,30,,,"Unfair
(1)",,,,,,Very Important,Very Important,Very Important,Essential,5,Informative,,Somewhat persuasive,,"£15,001–£20,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",63,Female,White,,Yes,"The divide is very big if you are poor food is expensive and getting a dentist is not a thing, both patents work to make ends meet and kids are growing up with out the input from parents children depend of electronics for intertainment as it isnt safe to go out no groups for the young. ",,7664986,,,,,fairness|fairinequality,article_informative|article_persuasive,T_unfair_low,,,unfair_fair_1,important_factors_2,art_inf1,art_pers1
2025-11-28 07:40:42,2025-11-28 07:43:15,IP Address,100,152,True,2025-11-28 07:43:15,R_2D2KRYi974ik3pT,anonymous,EN,1,Accept,(8),,,,,,190,25,(5),,,,,,Very Important,Somewhat Important,Essential,Very Important,5,,Informative,,Somewhat persuasive,"£25,001–£35,000",Bachelor’s degree or equivalent first degree,21,Male,White,,Yes,,,8798450,,,,,fairness|fairinequality,article_persuasive|article_informative,T_unfair_high,,,unfair_fair_1,important_factors_2,art_inf2,art_pers2
2025-11-28 07:42:56,2025-11-28 07:48:10,IP Address,100,314,True,2025-11-28 07:48:10,R_2VeIaIYQIUAzneG,anonymous,EN,1,Accept,(9),,,,,,127,88,(2),,,,,,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,5,Informative,,Persuasive,,"£25,001–£35,000",Bachelor’s degree or equivalent first degree,63,Female,White,,Yes,,,9859824,,,,,fairinequality|fairness,article_persuasive|article_informative,T_unfair_high,,,unfair_fair_1,important_factors_2,art_inf1,art_pers1
2025-11-28 07:46:18,2025-11-28 07:50:11,IP Address,100,233,True,2025-11-28 07:50:12,R_8RxxNU23gnWuJVn,anonymous,EN,1,Accept,(9),,,,50,30,,,(3),,Somewhat Important,Somewhat Important,Somewhat Important,Very Important,,,,,5,Informative,,Persuasive,,"£25,001–£35,000",Bachelor’s degree or equivalent first degree,51,Female,White,,Yes,,6,9437833,,,,,fairinequality|fairness,article_persuasive|article_informative,T_unfair_low,,,unfair_fair_1,important_factors_1,art_inf1,art_pers1
2025-11-28 07:48:03,2025-11-28 07:50:52,IP Address,100,169,True,2025-11-28 07:50:53,R_2qOSd29qeCwLcr0,anonymous,EN,0.800000011920929,Accept,(9),,,,40,40,,,(3),,,,,,Essential,Essential,Somewhat Important,Very Important,5,,Informative,Neither persuasive nor not persuasive,,"£25,001–£35,000",Bachelor’s degree or equivalent first degree,44,Male,White,,No,,,5188116,,,,,fairness|fairinequality,article_informative|article_persuasive,T_unfair_low,,,unfair_fair_1,important_factors_2,art_inf2,art_pers1
2025-11-28 07:48:51,2025-11-28 07:52:01,IP Address,100,190,True,2025-11-28 07:52:02,R_836bU1icDqcMm1X,anonymous,EN,1,Accept,(8),,,,50,30,,,(3),,,,,,Not Very Important,Very Important,Essential,Essential,5,,Informative,,Somewhat persuasive,"£60,001–£90,000",Bachelor’s degree or equivalent first degree,43,Male,White,,Yes,,,8307009,,,,,fairness|fairinequality,article_informative|article_persuasive,T_fair_low,,,unfair_fair_1,important_factors_2,art_inf2,art_pers2
2025-11-28 07:44:43,2025-11-28 07:54:37,IP Address,100,593,True,2025-11-28 07:54:38,R_82FH8AHhP57ORWl,anonymous,EN,1,Accept,(8),,,,60,20,,,(5),,,,,,Somewhat Important,Not Very Important,Essential,Essential,5,Extremely informative,,,Extremely persuasive,"£90,001–£130,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",42,Male,Multiracial / Mixed race,,No,"I enjoyed taking this survey, it was well structured.",,5483430,,,,,fairinequality|fairness,article_persuasive|article_informative,T_fair_low,,,unfair_fair_1,important_factors_2,art_inf1,art_pers2
2025-11-28 07:55:42,2025-11-28 07:57:33,IP Address,100,111,True,2025-11-28 07:57:34,R_8NyM7JuxhKsMFuI,anonymous,EN,0.6000000238418579,Accept,(8),,,,50,30,,,"Unfair
(1)",,Very Important,Essential,Somewhat Important,Somewhat Important,,,,,5,Informative,,Persuasive,,"£10,001–£15,000",Bachelor’s degree or equivalent first degree,,Female,White,,Yes,,9,9471757,,,,,fairinequality|fairness,article_informative|article_persuasive,T_fair_low,,,unfair_fair_1,important_factors_1,art_inf1,art_pers1
2025-11-28 08:05:32,2025-11-28 08:08:28,IP Address,100,176,True,2025-11-28 08:08:28,R_2OUYWGygFGVahg1,anonymous,EN,1,Accept,(8),,,,50,30,,,(3),,Somewhat Important,Very Important,Essential,Essential,,,,,5,,Informative,,Persuasive,"£25,001–£35,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",56,Female,White,,Yes,,8,5546416,,,,,fairinequality|fairness,article_informative|article_persuasive,T_unfair_low,,,unfair_fair_1,important_factors_1,art_inf2,art_pers2
2025-11-28 08:08:26,2025-11-28 08:10:32,IP Address,100,126,True,2025-11-28 08:10:32,R_8kobNbP2UT3ghwC,anonymous,EN,1,Accept,(7),,,,50,30,,,(5),,,,,,Very Important,Essential,Very Important,Very Important,5,,Informative,Neither persuasive nor not persuasive,,"£35,001–£60,000",Post-secondary Vocational or Technical Training,20,Male,Black or African,,No,"Great survey ",,6240764,,,,,fairinequality|fairness,article_persuasive|article_informative,T_unfair_low,,,unfair_fair_1,important_factors_2,art_inf2,art_pers1
2025-11-28 08:22:48,2025-11-28 08:25:20,IP Address,100,152,True,2025-11-28 08:25:21,R_2Zpazkn89obR6hj,anonymous,EN,1,Accept,(9),,,,,,115,100,(2),,,,,,Very Important,Very Important,Very Important,Somewhat Important,5,Informative,,Somewhat unpersuasive,,"£10,000 or less",Bachelor’s degree or equivalent first degree,24,Female,White,,Yes,,,6635572,,,,,fairinequality|fairness,article_persuasive|article_informative,T_fair_high,,,unfair_fair_1,important_factors_2,art_inf1,art_pers1
2025-11-28 08:10:31,2025-11-28 08:29:00,IP Address,100,1108,True,2025-11-28 08:29:00,R_8BShXw26mwqKOq4,anonymous,EN,1,Accept,(8),,,,,,125,90,(2),,,,,,Very Important,Somewhat Important,Somewhat Important,Somewhat Important,5,Informative,,Persuasive,,"£20,001–£25,000",Post-secondary Academic Qualification (Did not Complete Degree),45,Male,White,,Yes,"I have some thoughts. I come from an upper middle class background, and I went to elite schools. I have known working class people who came from poverty and who worked their way into elite schools and universities. The situation varies, in my opinion. It is complex and nuanced.",,5638474,,,,,fairness|fairinequality,article_persuasive|article_informative,T_unfair_high,,,unfair_fair_1,important_factors_2,art_inf1,art_pers1
2025-11-28 08:27:59,2025-11-28 08:34:14,IP Address,100,375,True,2025-11-28 08:34:14,R_8KxT4H2wWVAtMKI,anonymous,EN,1,Accept,(8),,,,,,170,45,(3),,,,,,Very Important,Very Important,Somewhat Important,Somewhat Important,5,Somewhat informative,,,Somewhat persuasive,"£90,001–£130,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",58,Male,White,,Yes,Nothing to add,,1962746,,,,,fairness|fairinequality,article_persuasive|article_informative,T_fair_high,,,unfair_fair_1,important_factors_2,art_inf1,art_pers2
2025-11-28 08:32:31,2025-11-28 08:37:03,IP Address,100,272,True,2025-11-28 08:37:04,R_2pZaMSlHogyMtZT,anonymous,EN,0.800000011920929,Accept,(8),,,,,,180,35,(4),,,,,,Somewhat Important,Somewhat Important,Very Important,Very Important,5,Somewhat informative,,,Somewhat unpersuasive,"£60,001–£90,000",Post-secondary Academic Qualification (Did not Complete Degree),43,Male,White,,Yes,,,9374590,,,,,fairness|fairinequality,article_informative|article_persuasive,T_fair_high,,,unfair_fair_1,important_factors_2,art_inf1,art_pers2
2025-11-28 08:40:51,2025-11-28 08:59:18,IP Address,100,1107,True,2025-11-28 08:59:19,R_29fVJu4jnPosLmE,anonymous,EN,1,Accept,(8),,,,50,30,,,(2),,,,,,Not Very Important,Not Very Important,Not Very Important,Not Very Important,5,Somewhat informative,,,Somewhat unpersuasive,"£25,001–£35,000",Bachelor’s degree or equivalent first degree,20,Male,Asian,,Yes,,,8054697,,,,,fairinequality|fairness,article_informative|article_persuasive,T_fair_low,,,unfair_fair_1,important_factors_2,art_inf1,art_pers2
2025-11-28 08:57:23,2025-11-28 09:00:03,IP Address,100,160,True,2025-11-28 09:00:04,R_8RQ7MhDXe3EXq53,anonymous,EN,1,Accept,"Large
(10)",,,,50,30,,,"Unfair
(1)",,Essential,Very Important,Very Important,Very Important,,,,,5,Informative,,,Somewhat persuasive,"£25,001–£35,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",25,Female,Multiracial / Mixed race,,Yes,"Nothing to add, thank you",9,3733049,,,,,fairness|fairinequality,article_persuasive|article_informative,T_unfair_low,,,unfair_fair_1,important_factors_1,art_inf1,art_pers2
2025-11-28 08:55:29,2025-11-28 09:01:10,IP Address,100,341,True,2025-11-28 09:01:12,R_8OMDVxV1xxWLbLX,anonymous,EN,1,Accept,(8),,,,50,30,,,(2),,,,,,Somewhat Important,Not Very Important,Essential,Essential,5,,Somewhat informative,Somewhat persuasive,,"£25,001–£35,000",Bachelor’s degree or equivalent first degree,48,Female,White,,Yes,"I think that is is true that a greater number of people from lower income backgrounds are able to progress and achieve higher paying jobs. There are some other factors that can reinforce unequality though, such as lack of resources, caring for disabled family members etc.",,3936880,,,,,fairinequality|fairness,article_informative|article_persuasive,T_fair_low,,,unfair_fair_1,important_factors_2,art_inf2,art_pers1
2025-11-28 08:58:52,2025-11-28 09:02:58,IP Address,100,245,True,2025-11-28 09:02:59,R_8akqBqPxbSNVtKl,anonymous,EN,1,Accept,(9),,,,50,30,,,"Unfair
(1)",,Somewhat Important,Somewhat Important,Very Important,Very Important,,,,,5,,Somewhat informative,Somewhat persuasive,,"£60,001–£90,000",Secondary School (Completed),42,Male,White,,Yes,,6,3852301,,,,,fairness|fairinequality,article_informative|article_persuasive,T_fair_low,,,unfair_fair_1,important_factors_1,art_inf2,art_pers1
2025-11-28 09:01:59,2025-11-28 09:07:29,IP Address,100,329,True,2025-11-28 09:07:29,R_8pXTGV98al2ojTj,anonymous,EN,1,Accept,(7),,,,40,40,,,(3),,,,,,Not Very Important,Somewhat Important,Very Important,Essential,5,,Extremely informative,,Somewhat persuasive,"£20,001–£25,000",Secondary School (Completed),31,Female,White,,Yes,,,8233776,,,,,fairinequality|fairness,article_informative|article_persuasive,T_unfair_low,,,unfair_fair_1,important_factors_2,art_inf2,art_pers2
2025-11-28 09:22:10,2025-11-28 09:27:05,IP Address,100,295,True,2025-11-28 09:27:06,R_2aIYIBpBTHvMIPT,anonymous,EN,1,Accept,(8),,,,,,145,70,(2),,Somewhat Important,Very Important,Somewhat Important,Somewhat Important,,,,,5,,Somewhat informative,Somewhat persuasive,,"£25,001–£35,000",Post-secondary Vocational or Technical Training,35,Male,White,,Yes,,7,7080780,,,,,fairness|fairinequality,article_persuasive|article_informative,T_unfair_high,,,unfair_fair_1,important_factors_1,art_inf2,art_pers1
2025-11-28 09:28:39,2025-11-28 09:32:23,IP Address,100,223,True,2025-11-28 09:32:24,R_8yYGfwemZjK6gUN,anonymous,EN,0.8999999761581421,Accept,"Large
(10)",,,,,,140,75,"Unfair
(1)",,,,,,Very Important,Somewhat Important,Essential,Somewhat Important,5,,Not at all informative,Not persuasive at all,,"£20,001–£25,000",Post-secondary Academic Qualification (Did not Complete Degree),36,Male,White,,Yes,,,8780814,,,,,fairinequality|fairness,article_informative|article_persuasive,T_fair_high,,,unfair_fair_1,important_factors_2,art_inf2,art_pers1
2025-11-28 09:29:04,2025-11-28 09:33:17,IP Address,100,253,True,2025-11-28 09:33:18,R_8wAkBjKul5W7Gfr,anonymous,EN,1,Accept,(7),,,,54,26,,,(4),,,,,,Not Very Important,Not Very Important,Not at all Important,Very Important,5,Somewhat informative,,,Neither persuasive nor not persuasive,"£60,001–£90,000",Post-secondary Vocational or Technical Training,31,Male,White,,Yes,,,1549075,,,,,fairness|fairinequality,article_informative|article_persuasive,T_unfair_low,,,unfair_fair_1,important_factors_2,art_inf1,art_pers2
2025-11-28 09:32:41,2025-11-28 09:38:46,IP Address,100,365,True,2025-11-28 09:38:46,R_2jdPzgwWIApzAj9,anonymous,EN,1,Accept,(8),,,,50,30,,,(2),,,,,,Very Important,Very Important,Somewhat Important,Not Very Important,5,Somewhat informative,,,Somewhat persuasive,"£10,001–£15,000",Less than Secondary School,22,Male,White,,Yes,,,4138532,,,,,fairinequality|fairness,article_persuasive|article_informative,T_unfair_low,,,unfair_fair_1,important_factors_2,art_inf1,art_pers2
2025-11-28 09:41:23,2025-11-28 09:43:15,IP Address,100,112,True,2025-11-28 09:43:16,R_803NwUnQ99Sy5RT,anonymous,EN,1,Accept,(8),,,,,,190,25,(4),,Somewhat Important,Somewhat Important,Essential,Essential,,,,,5,Somewhat informative,,Somewhat persuasive,,"£90,001–£130,000",Post-secondary Academic Qualification (Did not Complete Degree),43,Male,White,,Yes,,7,6966739,,,,,fairness|fairinequality,article_persuasive|article_informative,T_fair_high,,,unfair_fair_1,important_factors_1,art_inf1,art_pers1
2025-11-28 09:44:24,2025-11-28 09:47:19,IP Address,100,175,True,2025-11-28 09:47:20,R_8MXUnQnJGywyQem,anonymous,EN,1,Accept,(8),,,,55,25,,,(4),,,,,,Very Important,Very Important,Essential,Essential,5,Informative,,Somewhat persuasive,,"£10,000 or less",Post-secondary Academic Qualification (Did not Complete Degree),19,Male,White,,Yes,,,9525220,,,,,fairinequality|fairness,article_informative|article_persuasive,T_unfair_low,,,unfair_fair_1,important_factors_2,art_inf1,art_pers1
2025-11-28 09:39:02,2025-11-28 09:51:17,IP Address,100,734,True,2025-11-28 09:51:17,R_2CdJ7VrifKzv8GY,anonymous,EN,0.6000000238418579,Accept,(9),,,,,,170,45,"Unfair
(1)",,,,,,Very Important,Essential,Essential,Very Important,5,,Informative,Persuasive,,"£25,001–£35,000",Post-secondary Vocational or Technical Training,53,Female,White,,Yes,"No, none.",,6236689,,,,,fairinequality|fairness,article_persuasive|article_informative,T_unfair_high,,,unfair_fair_1,important_factors_2,art_inf2,art_pers1
2025-11-28 09:45:52,2025-11-28 09:53:31,IP Address,100,458,True,2025-11-28 09:53:31,R_2LaJPVJjByc18oA,anonymous,EN,1,Accept,(7),,,,55,25,,,(3),,,,,,Somewhat Important,Very Important,Very Important,Very Important,5,,,Neither persuasive nor not persuasive,,"£25,001–£35,000","Graduate or professional degree (e.g., MA, MSc, MBA, JD, MD, PhD)",35,Male,Asian,,No,,,9602431,,,,,fairness|fairinequality,article_persuasive|article_informative,T_fair_low,,,unfair_fair_1,important_factors_2,art_inf2,art_pers1
2025-11-28 09:50:25,2025-11-28 09:55:09,IP Address,100,284,True,2025-11-28 09:55:10,R_2coviQFz2c9tPjp,anonymous,EN,1,Accept,(7),,,,,,155,60,(2),,,,,,Very Important,Very Important,Essential,Essential,5,Informative,,Somewhat persuasive,,"£20,001–£25,000",Post-secondary Academic Qualification (Did not Complete Degree),20,Female,Asian,,Yes,,,4582116,,,,,fairinequality|fairness,article_persuasive|article_informative,T_fair_high,,,unfair_fair_1,important_factors_2,art_inf1,art_pers1
